,StockCode,total_quantity,total_revenue,avg_price,num_customers,num_invoices,num_countries,cluster,cluster_label
2159,22991,2019,3984.99,2.0506694560669456,185,234,9,2,Potential Product
2160,22992,2754,5295.84,1.9620819112627985,217,285,11,2,Potential Product
2161,22993,8730,10736.76,1.2570034052213395,431,866,19,0,Mid-range Popular Product
2162,22994,1810,758.76,0.4196273291925466,89,160,7,1,Low-demand Product
2163,22995,1898,794.28,0.4193513513513513,90,183,3,1,Low-demand Product
2164,22996,3547,1485.24,0.4193959731543624,155,292,4,2,Potential Product
2165,22997,2282,957.0,0.41967032967032963,101,181,3,1,Low-demand Product
2166,22998,6413,2689.7599999999998,0.42781818181818176,217,437,6,2,Potential Product
2167,22999,2323,974.22,0.41968085106382974,108,185,7,1,Low-demand Product
2168,23000,2553,1070.64,0.41970873786407764,125,205,9,1,Low-demand Product
2169,23002,1689,707.94,0.41957746478873237,85,140,2,1,Low-demand Product
2170,23003,376,156.48,0.41886792452830185,38,52,3,1,Low-demand Product
2171,23004,1616,680.36,0.42976190476190473,73,123,7,1,Low-demand Product
2172,23005,2612,1093.8,0.4193258426966292,105,175,3,1,Low-demand Product
2173,23006,1606,673.08,0.4195384615384615,88,130,5,1,Low-demand Product
2174,23007,440,3300.0,7.5,110,142,13,4,High-end Niche Product
2175,23008,410,3075.0,7.5,99,120,15,4,High-end Niche Product
2176,23009,209,1567.5,7.5,48,61,8,4,High-end Niche Product
2177,23010,276,2070.0,7.5,73,89,11,4,High-end Niche Product
2178,23012,1005,3731.8,3.8777500000000003,151,198,10,1,Low-demand Product
2179,23013,865,3210.3,3.8812154696132595,135,180,8,1,Low-demand Product
2180,23014,798,2950.2000000000003,3.8981481481481484,122,160,9,1,Low-demand Product
2181,23015,36,270.0,7.5,15,15,4,4,High-end Niche Product
2182,23016,69,497.1,7.4105263157894745,19,19,1,4,High-end Niche Product
2183,23017,64,480.0,7.5,20,21,5,4,High-end Niche Product
2184,23018,50,375.0,7.5,19,20,3,4,High-end Niche Product
2185,23019,81,605.0500000000001,7.489285714285714,26,28,5,4,High-end Niche Product
2186,23020,176,1320.0,7.5,67,72,12,4,High-end Niche Product
2187,23021,117,475.95000000000005,4.134,24,25,6,4,High-end Niche Product
2188,23022,284,559.4,2.0295652173913044,19,21,2,1,Low-demand Product
2189,23023,218,350.53999999999996,1.7039130434782608,23,23,2,1,Low-demand Product
2190,23024,182,482.78000000000003,2.73,8,10,3,1,Low-demand Product
2191,23025,317,669.61,2.1245652173913046,40,46,4,1,Low-demand Product
2192,23026,434,893.46,2.106727272727273,43,53,5,1,Low-demand Product
2193,23027,254,528.32,2.08,26,27,4,1,Low-demand Product
2194,23028,968,1590.84,1.6590434782608694,88,114,13,1,Low-demand Product
2195,23029,1137,1865.2499999999998,1.6471014492753622,97,138,13,1,Low-demand Product
2196,23031,1081,1772.8499999999997,1.6471014492753622,93,138,9,1,Low-demand Product
2197,23032,1797,2938.0499999999997,1.6446236559139784,117,182,10,1,Low-demand Product
2198,23033,520,740.8,1.4398305084745764,42,59,6,1,Low-demand Product
2199,23034,764,1094.6,1.4425,57,78,7,1,Low-demand Product
2200,23035,1690,2432.14,1.4538323353293412,110,166,8,1,Low-demand Product
2201,23036,182,227.5,1.25,14,15,1,1,Low-demand Product
2202,23037,193,315.28999999999996,1.7299999999999998,17,18,2,1,Low-demand Product
2203,23038,41,38.029999999999994,1.2299999999999998,4,6,1,1,Low-demand Product
2204,23039,192,370.79999999999995,1.9369565217391302,22,22,2,1,Low-demand Product
2205,23040,153,858.15,5.728947368421053,33,36,6,4,High-end Niche Product
2206,23041,260,1079.0,4.15,46,48,1,4,High-end Niche Product
2207,23042,99,658.35,6.65,25,25,1,4,High-end Niche Product
2208,23043,75,468.75,6.25,18,19,1,4,High-end Niche Product
2209,23044,100,415.00000000000006,4.15,24,24,2,4,High-end Niche Product
2210,23045,116,481.40000000000003,4.15,22,23,3,4,High-end Niche Product
2211,23046,134,866.8000000000001,6.623529411764706,31,34,3,4,High-end Niche Product
2212,23047,58,333.5,5.75,25,25,1,4,High-end Niche Product
2213,23048,387,1598.6000000000001,4.183522727272727,81,85,7,4,High-end Niche Product
2214,23049,435,3261.5,7.499704142011835,103,169,11,4,High-end Niche Product
2215,23050,459,3441.05,7.499431818181819,116,176,11,4,High-end Niche Product
2216,23051,335,2511.1,7.499248120300751,95,133,11,4,High-end Niche Product
2217,23052,571,4281.5,7.499773755656109,147,221,14,4,High-end Niche Product
2218,23053,318,2382.9,7.498837209302326,105,129,14,4,High-end Niche Product
2219,23054,266,1994.7,7.49954128440367,81,109,11,4,High-end Niche Product
2220,23055,242,807.53,5.562894736842105,33,36,4,4,High-end Niche Product
2221,23056,260,1030.06,5.763947368421053,33,37,4,4,High-end Niche Product
2222,23057,335,1102.55,4.496341463414634,38,41,4,4,High-end Niche Product
2223,23058,477,413.91,1.1129545454545455,39,44,4,1,Low-demand Product
2224,23060,244,507.52000000000004,2.08,34,39,2,1,Low-demand Product
2225,23061,928,1154.96,1.2476136363636365,76,88,4,1,Low-demand Product
2226,23064,121,907.5,7.5,20,22,4,4,High-end Niche Product
2227,23065,235,1762.5,7.5,81,92,6,4,High-end Niche Product
2228,23066,224,1677.45,7.498684210526315,69,76,5,4,High-end Niche Product
2229,23067,274,1137.1000000000001,4.15,63,71,3,4,High-end Niche Product
2230,23068,726,1771.2500000000002,2.4775757575757575,106,130,6,1,Low-demand Product
2231,23069,87,543.75,6.25,27,31,3,4,High-end Niche Product
2232,23070,147,610.0500000000001,4.15,29,33,2,4,High-end Niche Product
2233,23071,154,682.5,6.5,16,17,5,4,High-end Niche Product
2234,23072,143,600.0,6.681818181818182,21,22,4,4,High-end Niche Product
2235,23073,141,1057.5,7.5,49,59,4,4,High-end Niche Product
2236,23074,200,406.43,2.0634285714285716,32,35,3,1,Low-demand Product
2237,23075,441,1819.3500000000001,4.144805194805195,61,77,6,4,High-end Niche Product
2238,23076,6036,7510.98,1.2449193548387096,202,248,14,2,Potential Product
2239,23077,6604,8186.96,1.241818181818182,217,308,14,2,Potential Product
2240,23078,5141,6397.9,1.2450704225352112,159,213,12,2,Potential Product
2241,23079,248,1860.0,7.5,83,104,8,4,High-end Niche Product
2242,23080,783,5872.5,7.5,148,221,13,4,High-end Niche Product
2243,23081,411,3082.5,7.5,80,115,9,4,High-end Niche Product
2244,23082,1870,6827.58,3.722639405204461,205,263,9,2,Potential Product
2245,23083,1544,5685.73,3.761132075471698,161,209,7,2,Potential Product
2246,23084,10367,20017.8,2.0127703523693805,450,801,19,0,Mid-range Popular Product
2247,23085,348,2610.0,7.5,64,72,4,4,High-end Niche Product
2248,23086,602,735.49,1.2325,31,36,5,1,Low-demand Product
2249,23087,687,844.05,1.237142857142857,43,49,3,1,Low-demand Product
2250,23088,755,941.98,1.306315789473684,52,57,3,1,Low-demand Product
2251,23089,1370,2369.8199999999997,1.7758394160583941,101,134,6,1,Low-demand Product
2252,23090,1634,1350.55,0.8575999999999999,96,122,4,1,Low-demand Product
2253,23091,559,3404.62,6.23621761658031,160,192,4,4,High-end Niche Product
2254,23092,402,2875.41,7.42704,96,125,5,4,High-end Niche Product
2255,23093,777,1887.1100000000001,2.472845528455285,105,123,3,1,Low-demand Product
2256,23094,147,1102.5,7.5,65,74,8,4,High-end Niche Product
2257,23096,849,1396.1299999999999,1.728974358974359,89,117,4,1,Low-demand Product
2258,23099,132,858.9000000000001,6.584545454545455,46,54,2,4,High-end Niche Product
2259,23100,1925,2384.2,1.246164383561644,180,213,9,1,Low-demand Product
2260,23101,1696,1390.1899999999998,0.8265445026178011,175,190,9,1,Low-demand Product
2261,23102,1091,893.9799999999999,0.8268794326241135,128,139,6,1,Low-demand Product
2262,23103,3643,5991.15,1.6475535168195719,231,316,5,2,Potential Product
2263,23104,116,870.0,7.5,38,44,4,4,High-end Niche Product
2264,23106,283,769.27,2.772,49,50,1,1,Low-demand Product
2265,23107,340,919.8000000000001,2.7391803278688527,60,61,4,1,Low-demand Product
2266,23108,1634,9528.359999999999,6.13375,271,351,19,2,Potential Product
2267,23109,1893,5417.77,2.904655172413793,178,228,8,2,Potential Product
2268,23110,657,3648.95,5.713636363636364,157,219,12,4,High-end Niche Product
2269,23111,296,2220.0,7.5,80,124,9,4,High-end Niche Product
2270,23112,471,3437.3,7.453551912568306,134,183,12,4,High-end Niche Product
2271,23113,232,1113.5700000000002,4.92,39,43,10,4,High-end Niche Product
2272,23114,135,646.6500000000001,4.930487804878049,40,41,10,4,High-end Niche Product
2273,23115,135,646.6500000000001,4.928947368421053,38,38,5,4,High-end Niche Product
2274,23116,61,280.35,4.902941176470589,17,17,3,4,High-end Niche Product
2275,23117,85,420.75,4.95,39,39,5,4,High-end Niche Product
2276,23118,683,4945.49,7.4600888888888885,154,225,9,4,High-end Niche Product
2277,23119,1483,916.8499999999999,0.6479310344827586,97,116,9,1,Low-demand Product
2278,23120,1032,430.2,0.41857142857142854,69,79,5,1,Low-demand Product
2279,23121,1374,567.36,0.41608695652173916,81,87,6,1,Low-demand Product
2280,23122,988,794.3899999999999,0.8202061855670103,89,94,8,1,Low-demand Product
2281,23123,612,496.0799999999999,0.8235294117647058,64,68,5,1,Low-demand Product
2282,23124,312,384.33,1.24125,23,24,4,1,Low-demand Product
2283,23125,132,159.33,1.236875,15,16,3,1,Low-demand Product
2284,23126,1057,5137.2,4.966849816849817,198,271,11,4,High-end Niche Product
2285,23127,704,3458.55,4.9508152173913045,146,182,10,4,High-end Niche Product
2286,23128,418,2027.89,4.945193798449613,112,129,10,4,High-end Niche Product
2287,23129,849,3565.8500000000004,4.366060606060606,138,165,10,4,High-end Niche Product
2288,23130,829,3408.3500000000004,4.215868263473054,139,167,5,4,High-end Niche Product
2289,23131,596,2432.1000000000004,4.193119266055046,91,108,5,4,High-end Niche Product
2290,23132,603,3167.85,5.665177304964539,115,141,4,4,High-end Niche Product
2291,23133,512,3565.64,7.37089552238806,94,134,4,4,High-end Niche Product
2292,23134,248,1581.9,7.1643243243243235,29,37,2,4,High-end Niche Product
2293,23135,360,1467.84,5.191190476190476,31,42,1,4,High-end Niche Product
2294,23136,127,467.05,3.7290909090909095,39,44,3,1,Low-demand Product
2295,23137,80,253.24,3.4539999999999997,18,20,2,1,Low-demand Product
2296,23138,626,896.9,1.4448051948051948,60,75,3,1,Low-demand Product
2297,23139,183,223.62999999999997,1.2482608695652175,20,22,2,1,Low-demand Product
2298,23140,160,657.75,4.234285714285715,29,35,2,4,High-end Niche Product
2299,23141,68,215.00000000000003,3.5900000000000003,18,18,2,1,Low-demand Product
2300,23142,95,712.5,7.5,34,36,5,4,High-end Niche Product
2301,23143,25,130.7,5.7250000000000005,12,12,2,4,High-end Niche Product
2302,23144,3319,2725.52,0.8369747899159663,180,237,10,2,Potential Product
2303,23145,1835,1733.37,0.960728476821192,128,150,10,1,Low-demand Product
2304,23146,778,2526.02,3.2825233644859817,151,211,8,1,Low-demand Product
2305,23147,1843,2669.95,1.4492125984251967,170,250,9,1,Low-demand Product
2306,23148,2095,1737.4099999999999,0.8299585062240663,143,234,10,1,Low-demand Product
2307,23149,97,241.53000000000003,2.49,17,19,2,1,Low-demand Product
2308,23150,139,346.11,2.49,33,40,5,1,Low-demand Product
2309,23151,59,104.41000000000001,1.953157894736842,18,19,1,1,Low-demand Product
2310,23152,520,1927.32,3.7428,108,149,4,1,Low-demand Product
2311,23153,248,923.63,3.7883333333333336,67,78,2,1,Low-demand Product
2312,23154,1853,3807.9900000000002,2.0809589041095893,141,214,16,1,Low-demand Product
2313,23155,1632,1331.4599999999998,0.8220720720720721,84,111,11,1,Low-demand Product
2314,23156,1334,2745.7000000000003,2.0946236559139786,117,184,13,1,Low-demand Product
2315,23157,1551,3142.8500000000004,2.136644736842105,111,146,11,1,Low-demand Product
2316,23158,1873,3866.6200000000003,2.167593582887701,96,187,11,1,Low-demand Product
2317,23159,1754,3608.28,2.0822448979591837,121,195,19,1,Low-demand Product
2318,23160,970,1182.89,1.2289999999999999,50,60,8,1,Low-demand Product
2319,23161,1096,1334.72,1.2283823529411766,58,68,7,1,Low-demand Product
2320,23162,1068,3821.98,3.7471830985915493,96,142,9,1,Low-demand Product
2321,23163,1354,3193.5200000000004,2.4349253731343286,95,134,7,1,Low-demand Product
2322,23164,474,2203.25,4.891875000000001,70,80,8,4,High-end Niche Product
2323,23165,2230,3573.8999999999996,1.6319819819819819,167,220,9,1,Low-demand Product
2324,23166,2282,2693.7400000000002,1.2203030303030302,138,195,10,1,Low-demand Product
2325,23167,2343,1871.7099999999998,0.8270652173913042,129,177,11,1,Low-demand Product
2326,23168,2308,2721.78,1.228018018018018,140,220,8,1,Low-demand Product
2327,23169,1421,5717.150000000001,4.113498098859316,203,262,9,2,Potential Product
2328,23170,4295,6876.989999999999,1.657560975609756,224,328,15,2,Potential Product
2329,23171,3471,5561.749999999999,1.6725830258302583,195,270,14,2,Potential Product
2330,23172,2917,4671.73,1.6405357142857142,160,224,14,2,Potential Product
2331,23173,1693,12697.5,7.5,248,354,17,2,Potential Product
2332,23174,1778,7148.05,4.123694029850746,190,268,18,2,Potential Product
2333,23175,1864,5700.5,3.1948529411764706,206,272,15,2,Potential Product
2334,23176,1174,2589.46,2.2636898395721925,159,186,17,1,Low-demand Product
2335,23177,1146,2529.9,2.241705069124424,174,214,16,1,Low-demand Product
2336,23178,264,726.4200000000001,2.8387272727272728,50,55,9,1,Low-demand Product
2337,23179,250,703.42,2.9330000000000003,36,40,8,1,Low-demand Product
2338,23180,104,471.90000000000003,4.766666666666667,29,36,5,4,High-end Niche Product
2339,23181,185,1387.5,7.5,60,69,5,4,High-end Niche Product
2340,23182,3135,2621.18,0.8792635658914728,140,254,5,1,Low-demand Product
2341,23183,178,690.71,4.056610169491526,45,58,7,4,High-end Niche Product
2342,23184,733,3529.8500000000004,4.998743718592965,129,197,9,4,High-end Niche Product
2343,23185,302,110.49999999999999,0.3516129032258064,27,30,2,1,Low-demand Product
2344,23186,1088,364.45,0.3409859154929577,57,70,5,1,Low-demand Product
2345,23187,1351,408.83,0.3154666666666667,66,74,7,1,Low-demand Product
2346,23188,2713,4491.61,1.705944055944056,207,282,7,2,Potential Product
2347,23189,957,2668.53,2.858421052631579,89,113,8,1,Low-demand Product
2348,23190,1456,2369.24,1.6513333333333333,145,179,8,1,Low-demand Product
2349,23191,1940,3168.7999999999997,1.6754980079681272,182,245,9,2,Potential Product
2350,23192,2582,4168.0199999999995,1.6541509433962263,224,312,10,2,Potential Product
2351,23193,661,1437.87,2.265912408759124,109,137,11,1,Low-demand Product
2352,23194,856,1879.67,2.249884393063584,142,170,12,1,Low-demand Product
2353,23196,1591,2269.1499999999996,1.444142259414226,170,233,10,1,Low-demand Product
2354,23197,1171,1720.1899999999998,1.5423913043478261,116,183,9,1,Low-demand Product
2355,23198,2697,3884.4999999999995,1.4806544502617802,259,374,15,2,Potential Product
2356,23199,7378,14824.720000000001,2.0620027624309394,344,718,15,2,Potential Product
2357,23200,4363,8831.41,2.0720718816067656,262,470,13,2,Potential Product
2358,23201,7556,15256.45,2.0582430647291945,396,752,17,0,Mid-range Popular Product
2359,23202,7373,14998.18,2.078562259306804,377,772,11,0,Mid-range Popular Product
2360,23203,11662,23612.75,2.055206232813932,505,1080,15,0,Mid-range Popular Product
2361,23204,4813,4011.23,0.8429976580796252,199,425,10,2,Potential Product
2362,23205,3444,2863.83,0.8518731988472622,201,345,10,2,Potential Product
2363,23206,8373,13611.65,1.6413439635535307,401,866,17,0,Mid-range Popular Product
2364,23207,5609,9178.81,1.652969696969697,377,647,13,2,Potential Product
2365,23208,5150,8418.5,1.6450331125827813,305,597,13,2,Potential Product
2366,23209,10142,16573.26,1.6463529411764706,469,1006,16,0,Mid-range Popular Product
2367,23210,2216,2742.28,1.2435975609756096,115,154,13,1,Low-demand Product
2368,23211,1609,1983.53,1.2411016949152542,82,116,10,1,Low-demand Product
2369,23212,1587,1940.91,1.2388,104,145,7,1,Low-demand Product
2370,23213,1279,1577.33,1.2432258064516128,95,121,8,1,Low-demand Product
2371,23214,751,1581.15,2.1870967741935483,79,92,6,1,Low-demand Product
2372,23215,2003,4182.62,2.14015,162,197,4,1,Low-demand Product
2373,23216,392,480.58,1.348048780487805,32,40,2,1,Low-demand Product
2374,23217,885,1134.46,1.4022093023255815,64,84,1,1,Low-demand Product
2375,23218,306,383.31,1.383939393939394,27,33,3,1,Low-demand Product
2376,23219,395,493.35,1.3117307692307691,41,49,3,1,Low-demand Product
2377,23220,761,647.8599999999999,0.9106410256410257,55,77,4,1,Low-demand Product
2378,23221,1258,1085.9699999999998,0.9132456140350877,85,110,8,1,Low-demand Product
2379,23222,630,566.3299999999999,0.9616666666666667,49,64,4,1,Low-demand Product
2380,23223,687,609.17,0.9460294117647059,51,67,2,1,Low-demand Product
2381,23224,565,492.7,0.9328813559322033,44,59,4,1,Low-demand Product
2382,23225,846,733.1099999999999,0.9579710144927536,46,69,5,1,Low-demand Product
2383,23226,1136,1404.25,1.24125,56,71,6,1,Low-demand Product
2384,23227,1406,1739.13,1.26816091954023,61,87,4,1,Low-demand Product
2385,23228,1190,1492.1200000000001,1.3925316455696204,58,78,4,1,Low-demand Product
2386,23229,1396,5055.1,3.7842009132420094,186,219,13,2,Potential Product
2387,23230,5854,2441.94,0.41732758620689653,178,232,12,2,Potential Product
2388,23231,6451,2702.94,0.4190661478599222,190,257,19,2,Potential Product
2389,23232,6005,2505.9,0.417489539748954,188,238,8,2,Potential Product
2390,23233,3999,1673.64,0.41861635220125787,130,158,6,1,Low-demand Product
2391,23234,1416,3962.31,2.9135470085470083,201,233,12,2,Potential Product
2392,23235,594,1566.98,2.7495833333333337,88,96,9,1,Low-demand Product
2393,23236,1792,5078.28,2.9339024390243904,203,284,20,2,Potential Product
2394,23237,890,3634.3,4.133431952662722,131,169,12,4,High-end Niche Product
2395,23238,1421,5789.150000000001,4.133122362869199,150,233,13,4,High-end Niche Product
2396,23239,722,2804.9,3.9050632911392404,125,155,11,1,Low-demand Product
2397,23240,3173,12941.150000000001,4.132995951417005,323,485,24,2,Potential Product
2398,23241,1549,3184.6600000000003,2.0751916376306623,183,284,15,2,Potential Product
2399,23242,1043,2138.39,2.0739473684210528,132,187,12,1,Low-demand Product
2400,23243,2099,9859.1,4.887694300518135,275,385,19,2,Potential Product
2401,23244,703,1326.61,1.9743809523809523,87,105,11,1,Low-demand Product
2402,23245,4075,19047.4,4.8961858529819695,472,718,23,0,Mid-range Popular Product
2403,23247,1661,4721.29,2.9715498154981552,231,271,13,2,Potential Product
2404,23249,691,1129.35,1.6441176470588235,57,68,7,1,Low-demand Product
2405,23250,1009,1255.58,1.2476404494382023,64,89,9,1,Low-demand Product
2406,23251,1198,1469.15,1.2397058823529412,80,102,6,1,Low-demand Product
2407,23252,544,2015.16,3.7426399999999997,104,125,8,1,Low-demand Product
2408,23253,214,1605.0,7.5,44,47,9,4,High-end Niche Product
2409,23254,1279,5253.85,4.142805755395684,204,276,20,2,Potential Product
2410,23255,691,2817.0,4.15944055944056,116,143,15,4,High-end Niche Product
2411,23256,1574,6441.6,4.149237804878049,232,324,17,2,Potential Product
2412,23263,3444,4483.72,1.3180143540669855,269,389,11,2,Potential Product
2413,23264,1803,2349.84,1.3229924242424242,177,249,12,1,Low-demand Product
2414,23265,1647,2133.1,1.31984496124031,180,246,9,1,Low-demand Product
2415,23266,1925,2482.78,1.3111301369863015,201,274,9,2,Potential Product
2416,23267,1047,1303.08,1.2477659574468085,79,91,10,1,Low-demand Product
2417,23268,849,1210.98,1.4984810126582278,68,79,11,1,Low-demand Product
2418,23269,631,909.55,1.4474025974025975,63,76,6,1,Low-demand Product
2419,23270,929,1289.8999999999999,1.4315573770491803,96,119,9,1,Low-demand Product
2420,23271,1305,1081.99,0.8367532467532467,69,75,8,1,Low-demand Product
2421,23272,352,522.7399999999999,1.5637142857142856,34,35,4,1,Low-demand Product
2422,23273,928,1533.84,1.6793877551020406,88,97,8,1,Low-demand Product
2423,23274,995,1646.3099999999997,1.7453535353535352,85,98,6,1,Low-demand Product
2424,23275,2432,3022.82,1.2882374100719425,171,270,10,2,Potential Product
2425,23280,1211,979.0199999999999,0.8339552238805971,87,133,10,1,Low-demand Product
2426,23281,724,583.0999999999999,0.8229787234042553,56,91,9,1,Low-demand Product
2427,23282,675,556.56,0.8738461538461538,67,102,6,1,Low-demand Product
2428,23283,821,5695.12,7.347416267942584,146,209,9,4,High-end Niche Product
2429,23284,3474,24547.14,7.345521472392638,378,648,15,0,Mid-range Popular Product
2430,23285,1200,1007.85,0.8465909090909091,108,132,14,1,Low-demand Product
2431,23286,1503,1261.8899999999999,0.8464634146341463,125,164,14,1,Low-demand Product
2432,23287,1309,1095.1,0.845608108108108,114,146,13,1,Low-demand Product
2433,23288,1155,976.62,0.8485925925925926,107,134,12,1,Low-demand Product
2434,23289,1163,1437.55,1.245774647887324,111,141,14,1,Low-demand Product
2435,23290,1488,1822.2,1.2419540229885058,125,174,14,1,Low-demand Product
2436,23291,1152,1455.91,1.2695172413793103,104,144,15,1,Low-demand Product
2437,23292,1457,1818.54,1.2635151515151515,113,164,15,1,Low-demand Product
2438,23293,4768,3882.4199999999996,0.8238758029978587,323,465,18,2,Potential Product
2439,23294,2603,2122.7599999999998,0.8247796610169491,214,291,14,2,Potential Product
2440,23295,3552,2897.45,0.8245753424657534,250,359,15,2,Potential Product
2441,23296,2966,3622.03,1.2395975232198142,243,319,16,2,Potential Product
2442,23297,1851,3004.5499999999997,1.6359154929577464,123,140,14,1,Low-demand Product
2443,23298,5952,28552.600000000002,4.9164936336924585,573,1009,16,0,Mid-range Popular Product
2444,23299,792,2919.1,3.7931147540983607,110,122,9,1,Low-demand Product
2445,23300,4409,7221.239999999999,1.665467289719626,351,635,6,2,Potential Product
2446,23301,6046,10021.89,1.6639238845144355,405,756,9,2,Potential Product
2447,23302,1035,1530.02,1.5788947368421054,140,187,5,1,Low-demand Product
2448,23303,65,126.75,1.95,6,6,3,1,Low-demand Product
2449,23304,71,138.45,1.9500000000000002,9,9,3,1,Low-demand Product
2450,23305,82,159.9,1.9500000000000002,9,9,3,1,Low-demand Product
2451,23306,2041,2946.1899999999996,1.4610900473933648,182,209,13,1,Low-demand Product
2452,23307,7872,4273.81,0.5563178294573643,366,504,18,2,Potential Product
2453,23308,4086,2222.78,0.5637820512820513,209,305,13,2,Potential Product
2454,23309,3647,1960.8500000000001,0.5688925081433225,178,294,7,2,Potential Product
2455,23310,5585,2341.35,0.4292523364485981,146,213,9,2,Potential Product
2456,23311,2127,5394.15,2.545246478873239,246,281,12,2,Potential Product
2457,23312,1135,4660.650000000001,4.139847715736041,168,193,7,4,High-end Niche Product
2458,23313,2275,10987.300000000001,4.933333333333334,254,359,9,2,Potential Product
2459,23314,318,2385.0,7.5,87,104,5,4,High-end Niche Product
2460,23315,202,1515.0,7.5,63,76,6,4,High-end Niche Product
2461,23316,235,1762.5,7.5,75,95,10,4,High-end Niche Product
2462,23317,161,1207.5,7.5,56,70,7,4,High-end Niche Product
2463,23318,2553,6074.070000000001,2.456955223880597,270,329,12,2,Potential Product
2464,23319,2683,6428.52,2.463619302949062,300,365,14,2,Potential Product
2465,23320,2418,6381.02,2.658634920634921,260,310,9,2,Potential Product
2466,23321,3920,6355.599999999999,1.6436241610738254,378,582,9,2,Potential Product
2467,23322,2553,7377.330000000001,2.947562862669246,350,511,6,2,Potential Product
2468,23323,1377,2869.2000000000003,2.096402877697842,210,270,5,2,Potential Product
2469,23324,339,692.7,2.068205128205128,38,39,4,1,Low-demand Product
2470,23325,372,595.1999999999999,1.6233333333333333,27,30,4,1,Low-demand Product
2471,23326,1271,784.8000000000001,0.6192727272727273,52,55,7,1,Low-demand Product
2472,23327,672,412.56000000000006,0.6185714285714285,33,34,3,1,Low-demand Product
2473,23328,1724,6276.36,3.7212280701754383,195,281,8,2,Potential Product
2474,23329,1608,2642.9999999999995,1.6482758620689655,168,215,4,1,Low-demand Product
2475,23330,1598,1991.83,1.2489603960396038,158,195,4,1,Low-demand Product
2476,23331,978,613.98,0.6290697674418605,67,81,2,1,Low-demand Product
2477,23332,1886,3104.1,1.6485507246376812,207,267,5,2,Potential Product
2478,23333,1912,2379.29,1.2481415929203539,179,216,6,1,Low-demand Product
2479,23334,1313,822.87,0.6284158415841584,83,95,3,1,Low-demand Product
2480,23335,316,644.86,2.074390243902439,62,81,5,1,Low-demand Product
2481,23336,199,415.97,2.1120312500000002,46,63,4,1,Low-demand Product
2482,23337,169,351.52000000000004,2.08,49,60,3,1,Low-demand Product
2483,23338,363,742.62,2.0749450549450548,62,91,4,1,Low-demand Product
2484,23339,150,312.0,2.08,43,58,3,1,Low-demand Product
2485,23340,1415,2318.5499999999997,1.645121951219512,112,122,3,1,Low-demand Product
2486,23341,272,2040.0,7.5,75,98,11,4,High-end Niche Product
2487,23342,356,2670.0,7.5,105,155,10,4,High-end Niche Product
2488,23343,3557,7287.110000000001,2.0784223918575067,286,385,11,2,Potential Product
2489,23344,6252,12750.9,2.070135135135135,391,586,12,2,Potential Product
2490,23345,1108,1362.05,1.2437037037037038,100,133,11,1,Low-demand Product
2491,23346,1164,1432.05,1.2439285714285715,106,138,12,1,Low-demand Product
2492,23347,572,710.41,1.247605633802817,51,70,7,1,Low-demand Product
2493,23348,636,1291.56,2.0706451612903227,95,122,7,1,Low-demand Product
2494,23349,2442,3018.48,1.245,214,246,7,2,Potential Product
2495,23350,2314,2869.82,1.2466666666666668,205,246,8,2,Potential Product
2496,23351,2664,3284.64,1.2438909090909092,242,271,10,2,Potential Product
2497,23352,1485,1844.91,1.2474233128834356,151,162,6,1,Low-demand Product
2498,23353,3001,2487.8599999999997,0.8295719844357976,227,253,11,2,Potential Product
2499,23354,3008,2493.6699999999996,0.8295910780669145,235,261,10,2,Potential Product
2500,23355,4641,21513.75,4.866142270861833,474,719,13,0,Mid-range Popular Product
2501,23356,2067,11677.650000000001,5.891176470588236,316,449,10,2,Potential Product
2502,23357,432,1832.0,4.479213483146068,79,88,7,4,High-end Niche Product
2503,23358,518,1656.54,3.437761194029851,61,67,7,1,Low-demand Product
2504,23359,868,1656.6,1.9302631578947367,73,76,4,1,Low-demand Product
2505,23360,930,1789.1999999999998,1.941743119266055,94,107,6,1,Low-demand Product
2506,23365,1209,783.45,0.649236641221374,107,128,6,1,Low-demand Product
2507,23366,1423,922.25,0.6493055555555556,115,141,10,1,Low-demand Product
2508,23367,2348,1523.8000000000002,0.6495726495726496,184,231,12,1,Low-demand Product
2509,23368,1719,1114.95,0.6494505494505495,134,178,11,1,Low-demand Product
2510,23369,588,719.61,1.2441836734693879,80,95,6,1,Low-demand Product
2511,23370,1026,1272.24,1.2464814814814815,86,106,9,1,Low-demand Product
2512,23371,1079,1328.23,1.2443283582089553,98,133,10,1,Low-demand Product
2513,23372,880,1079.48,1.2426213592233009,76,99,10,1,Low-demand Product
2514,23373,1169,953.18,0.8177272727272726,86,88,5,1,Low-demand Product
2515,23374,1683,1371.9599999999998,0.8175409836065574,108,122,7,1,Low-demand Product
2516,23375,1112,909.1399999999999,0.8188636363636363,85,88,3,1,Low-demand Product
2517,23376,1961,762.9,0.38940170940170943,104,113,3,1,Low-demand Product
2518,23377,1170,456.29999999999995,0.39,69,80,6,1,Low-demand Product
2519,23378,2342,909.6,0.3890728476821192,127,144,6,1,Low-demand Product
2520,23379,728,282.03,0.38862745098039214,49,50,5,1,Low-demand Product
2521,23380,1523,592.0799999999999,0.3892708333333334,86,94,8,1,Low-demand Product
2522,23381,1048,406.83,0.3889230769230769,59,64,4,1,Low-demand Product
2523,23382,1148,4131.12,3.710731707317073,136,163,12,1,Low-demand Product
